college_gsis_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
324852,DE,David Ugwoegbu,2023,Houston,TXHO,,,,,,,,,,,,,3,2,2.5,28,41,6,,0,,,,,,,,,,,0,0
324861,WR,Joseph Ngata,2019,Clemson,SCCL,,,,,,,,,,17,3,240,0,1,0,1,1,0,,0,23.2,40,14,0,325,,,,,,,
324861,WR,Joseph Ngata,2020,Clemson,SCCL,,,,,,,,,,7,0,83,0,0,0,1,1,0,,0,,,,,,,,,,,,
324861,WR,Joseph Ngata,2021,Clemson,SCCL,,,,,,,,,,23,1,438,0,0,0,3,3,0,,0,,,,,,,,,,,1,0
324861,WR,Joseph Ngata,2022,Clemson,SCCL,,,,,,,,,,41,2,526,,,,,,,,,,,,,,,,,,,,
324884,DS,Gervarrius Owens,2019,Houston,TXHO,,,,,,,,,,,,,5,0,0.5,37,54,0.5,1,0,,,,,,26,0,1,0,26,,
324884,DS,Gervarrius Owens,2020,Houston,TXHO,,,,,,,,,,,,,2,0,0,18,28,2,,0,,,,,,,,,,,,
324884,DS,Gervarrius Owens,2021,Houston,TXHO,,,,,,,,,,1,0,5,3,0,0,33,52,4,2,1,,,,,,,,,,,,
324884,DS,Gervarrius Owens,2022,Houston,TXHO,,,,,,,,,,,,,7,0,0,51,70,1,1,0,,,,,,,,,,,0,0
324929,DS,Demani Richardson,2019,Texas A&M,TXAM,,,,,,,,,,,,,2,0,0.5,38,71,2.5,1,0,,,,,,,,,,,,
324929,DS,Demani Richardson,2020,Texas A&M,TXAM,,,,,,,,,,,,,1,0,0,25,36,2.5,1,0,,,,,,,,,,,,
324929,DS,Demani Richardson,2021,Texas A&M,TXAM,,,,,,,,,,,,,3,3,2,44,65,6.5,1,0,,,,,,,,,,,,
324929,DS,Demani Richardson,2022,Texas A&M,TXAM,,,,,,,,,,,,,5,0,0,46,71,1,1,0,,,,,,,,,,,0,0
324929,DS,Demani Richardson,2023,Texas A&M,TXAM,,,,,,,,,,,,,3,4,1,44,59,3,,0,,,,,,,,,,,,
324944,IB,Trezmen Marshall,2019,Georgia,GAUN,,,,,,,,,,,,,0,0,0,3,5,0,,0,,,,,,,,,,,,
324944,IB,Trezmen Marshall,2021,Georgia,GAUN,,,,,,,,,,,,,0,0,0,2,6,0,,0,,,,,,,,,,,,
324944,IB,Trezmen Marshall,2022,Georgia,GAUN,,,,,,,,,,,,,0,1,1,9,16,3.5,1,0,,,,,,,,,,,,
324944,IB,Trezmen Marshall,2023,Alabama,ALUN,,,,,,,,,,,,,0,1,2.5,27,56,4.5,,0,,,,,,,,,,,0,0
324977,WR,Zay Flowers,2019,Boston College,MABC,1,0,0,0,0,0,27,195,1,22,3,341,,,,,,,,,,,,,,,,,,,,
324977,WR,Zay Flowers,2020,Boston College,MABC,,,,,,,11,41,1,56,9,892,0,0,0,0,1,0,,0,,,,,,,,,,,,
324977,WR,Zay Flowers,2021,Boston College,MABC,,,,,,,7,69,0,44,5,746,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
324977,WR,Zay Flowers,2022,Boston College,MABC,,,,,,,12,40,0,78,12,1077,0,0,0,1,1,0,,0,,,,,,6.1,16,7,0,43,4,1
324989,QB,Kedon Slovis,2019,USC,CASC,392,282,3502,0.719,30,9,45,-57,0,,,,,,,,,,,,,,,,,,,,,,8,1
324989,QB,Kedon Slovis,2020,USC,CASC,262,177,1921,0.676,17,7,23,-57,0,,,,,,,,,,,,,,,,,,,,,,3,1
324989,QB,Kedon Slovis,2021,USC,CASC,297,193,2153,0.65,11,8,26,-36,0,,,,0,0,0,1,1,0,,0,,,,,,,,,,,3,2
324989,QB,Kedon Slovis,2022,Pittsburgh,PAPT,315,184,2391,0.584,10,9,25,-68,0,,,,0,0,0,2,2,0,,0,,,,,,,,,,,3,2
324989,QB,Kedon Slovis,2023,BYU,UTBY,266,153,1716,0.575,12,6,29,-41,3,1,0,2,0,0,0,1,1,0,,0,,,,,,,,,,,3,2
325000,IB,Levelle Bailey,2019,Fresno State,CAFR,,,,,,,,,,,,,2,0,1,13,30,6,1,0,,,,,,,,,,,0,0
325000,IB,Levelle Bailey,2020,Fresno State,CAFR,,,,,,,,,,,,,2,1,0,14,21,1,,0,,,,,,,,,,,,
325000,IB,Levelle Bailey,2021,Fresno State,CAFR,,,,,,,,,,,,,6,0,3,34,56,8.5,2,0,,,,,,,,,,,0,0
325000,IB,Levelle Bailey,2022,Fresno State,CAFR,,,,,,,,,,,,,5,0,0,45,75,6,,0,,,,,,,,,,,,
325000,IB,Levelle Bailey,2023,Fresno State,CAFR,,,,,,,,,,,,,5,0,2.5,44,78,5.5,3,0,,,,,,,,,,,1,1
325170,DS,Tyler Owens,2019,Texas,TXUN,,,,,,,,,,,,,0,0,0,6,8,0,,0,,,,,,,,,,,,
325170,DS,Tyler Owens,2020,Texas,TXUN,,,,,,,,,,,,,1,0,0,2,3,0.5,,0,,,,,,21,21,1,0,21,,
325170,DS,Tyler Owens,2021,Texas,TXUN,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
325170,DS,Tyler Owens,2022,Texas Tech,TXTC,,,,,,,,,,,,,2,0,0,10,13,0,,0,,,,,,,,,,,,
325170,DS,Tyler Owens,2023,Texas Tech,TXTC,,,,,,,,,,,,,2,0,0,29,36,1,,0,,,,,,,,,,,,
325183,IB,Jalen Graham,2019,Purdue,INPU,,,,,,,,,,,,,1,0,0,24,37,2.5,,0,,,,,,,,,,,,
325183,IB,Jalen Graham,2020,Purdue,INPU,,,,,,,,,,,,,0,0,0,9,13,1,,1,,,,,,,,,,,0,0
325183,IB,Jalen Graham,2021,Purdue,INPU,,,,,,,,,,,,,7,2,1,45,64,4,2,1,,,,,,,,,,,,
325183,IB,Jalen Graham,2022,Purdue,INPU,,,,,,,,,,,,,5,1,1,34,48,5,1,0,,,,,,,,,,,,
325312,IB,Matt Jones,2019,Baylor,TXBA,,,,,,,,,,,,,0,0,0.5,2,4,0.5,,0,,,,,,,,,,,,
325312,IB,Matt Jones,2020,Baylor,TXBA,,,,,,,,,,,,,0,0,0,8,11,2,,0,,,,,,,,,,,,
325312,IB,Matt Jones,2021,Baylor,TXBA,,,,,,,,,,,,,2,5,2,29,52,7.5,1,0,,,,,,,,,,,,
325312,IB,Matt Jones,2022,Baylor,TXBA,,,,,,,,,,,,,4,2,2.5,34,54,4,,0,0,0,1,0,0,,,,,,,
325312,IB,Matt Jones,2023,Baylor,TXBA,,,,,,,,,,,,,5,1,4,56,84,12.5,,0,,,,,,,,,,,,
325312,IB,Matt Jones,2024,Baylor,TXBA,,,,,,,,,,,,,6,5,4,67,101,9,,0,,,,,,,,,,,0,0
325325,WR,Cornelius Johnson,2019,Michigan,MIUN,,,,,,,,,,4,1,61,,,,,,,,,,,,,,,,,,,,
325325,WR,Cornelius Johnson,2020,Michigan,MIUN,,,,,,,,,,16,3,254,,,,,,,,,,,,,,,,,,,,
325325,WR,Cornelius Johnson,2021,Michigan,MIUN,,,,,,,3,30,0,40,3,627,,,,,,,,,,,,,,,,,,,,
325325,WR,Cornelius Johnson,2022,Michigan,MIUN,,,,,,,,,,32,6,499,,,,,,,,,,,,,,,,,,,1,1
325325,WR,Cornelius Johnson,2023,Michigan,MIUN,,,,,,,3,40,0,47,1,604,,,,,,,,,,,,,,,,,,,,
325353,DE,Garmon Randolph,2020,Baylor,TXBA,,,,,,,,,,,,,0,0,1,1,1,1,,0,,,,,,,,,,,,
325353,DE,Garmon Randolph,2021,Baylor,TXBA,,,,,,,,,,,,,0,3,2,18,30,3,1,0,,,,,,,,,,,,
325353,DE,Garmon Randolph,2022,Baylor,TXBA,,,,,,,,,,,,,0,4,4.5,20,39,6,,0,,,,,,,,,,,,
325353,DE,Garmon Randolph,2023,Baylor,TXBA,,,,,,,,,,,,,1,2,0,15,22,0,,0,,,,,,,,,,,0,0
325353,DE,Garmon Randolph,2024,Baylor,TXBA,,,,,,,,,,,,,0,2,3.5,20,33,4.5,2,0,,,,,,,,,,,,
325391,DC,Renardo Green,2019,Florida State,FLST,,,,,,,,,,,,,2,0,0,5,6,1,,0,,,,,,,,,,,,
325391,DC,Renardo Green,2020,Florida State,FLST,,,,,,,,,,,,,1,0,0,18,27,0.5,,0,,,,,,,,,,,,
325391,DC,Renardo Green,2021,Florida State,FLST,,,,,,,,,,,,,1,0,0,4,14,0,,0,,,,,,,,,,,,
325391,DC,Renardo Green,2022,Florida State,FLST,,,,,,,,,,,,,4,0,0,37,52,2,,0,,,,,,,,,,,,
325391,DC,Renardo Green,2023,Florida State,FLST,,,,,,,,,,,,,12,1,0.5,32,43,2.5,1,0,,,,,,,,,,,,
325416,DE,Ikenna Enechukwu,2019,Rice,TXRI,,,,,,,,,,,,,0,0,1.5,7,27,4.5,,0,,,,,,,,,,,,
325416,DE,Ikenna Enechukwu,2020,Rice,TXRI,,,,,,,,,,,,,0,2,0,4,10,0,,0,,,,,,,,,,,,
325416,DE,Ikenna Enechukwu,2021,Rice,TXRI,,,,,,,,,,,,,0,4,5.5,14,49,9,,0,,,,,,,,,,,,
325416,DE,Ikenna Enechukwu,2022,Rice,TXRI,,,,,,,,,,,,,0,6,3.5,15,33,8.5,,0,,,,,,,,,,,,
325454,DC,Jarrian Jones,2019,Mississippi State,MSST,,,,,,,,,,,,,2,0,0,7,12,0,,0,,,,,,,,,,,0,0
325454,DC,Jarrian Jones,2020,Florida State,FLST,,,,,,,,,,,,,1,0,0,10,18,0,,0,,,,,,,,,,,,
325454,DC,Jarrian Jones,2021,Florida State,FLST,,,,,,,,,,,,,2,0,0,18,22,0.5,1,0,,,,,,,,,,,,
325454,DC,Jarrian Jones,2022,Florida State,FLST,,,,,,,,,,,,,4,0,0,13,18,0,1,0,,,,,,,,,,,,
325454,DC,Jarrian Jones,2023,Florida State,FLST,,,,,,,,,,,,,3,0,1,15,24,5,3,0,,,,,,,,,,,0,0
325463,OT,Walter Rouse,2020,Stanford,CAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
325463,OT,Walter Rouse,2023,Oklahoma,OKUN,,,,,,,,,,,,,0,0,0,1,1,1,,0,,,,,,,,,,,,
325515,QB,Taulia Tagovailoa,2019,Alabama,ALUN,12,9,100,0.75,1,0,1,-2,0,,,,,,,,,,,,,,,,,,,,,,,
325515,QB,Taulia Tagovailoa,2020,Maryland,MDUN,122,75,1011,0.615,7,7,26,49,2,,,,,,,,,,1,,,,,,,,,,,,,
325515,QB,Taulia Tagovailoa,2021,Maryland,MDUN,474,328,3860,0.692,26,11,80,77,2,,,,0,0,0,1,1,0,,0,,,,,,,,,,,6,2
325515,QB,Taulia Tagovailoa,2022,Maryland,MDUN,391,262,3008,0.67,18,8,87,64,4,,,,,,,,,,,,,,,,,,,,,,3,1
325515,QB,Taulia Tagovailoa,2023,Maryland,MDUN,437,290,3377,0.664,25,11,68,18,5,1,0,21,0,0,0,1,1,0,,0,,,,,,,,,,,3,3
325538,WR,Joshua Cephus,2019,UTSA,TXSN,,,,,,,,,,8,1,153,,,,,,,,,,,,,,,,,,,1,1
325538,WR,Joshua Cephus,2019,UTSA,TXSN,,,,,,,,,,8,1,153,,,,,,,,,,,,,,,,,,,1,1
325538,WR,Joshua Cephus,2020,UTSA,TXSN,,,,,,,2,-13,0,58,5,547,0,0,0,1,1,0,,0,,,,,,,,,,,,
325538,WR,Joshua Cephus,2020,UTSA,TXSN,,,,,,,2,-13,0,58,5,547,0,0,0,1,1,0,,0,,,,,,,,,,,,
325538,WR,Joshua Cephus,2021,UTSA,TXSN,3,2,33,0.667,1,0,2,11,0,71,6,803,,,,,,,,,,,,,,,,,,,1,0
325538,WR,Joshua Cephus,2021,UTSA,TXSN,3,2,33,0.667,1,0,2,11,0,71,6,803,,,,,,,,,,,,,,,,,,,1,0
325538,WR,Joshua Cephus,2022,UTSA,TXSN,2,2,12,1,0,0,3,10,1,87,6,985,0,0,0,1,1,0,,0,12,12,1,0,12,4,17,9,0,36,1,1
325538,WR,Joshua Cephus,2022,UTSA,TXSN,2,2,12,1,0,0,3,10,1,87,6,985,0,0,0,1,1,0,,0,12,12,1,0,12,4,17,9,0,36,1,1
325538,WR,Joshua Cephus,2023,UTSA,TXSN,1,0,0,0,0,1,1,-9,0,89,10,1151,,,,,,,,,,,,,,16,16,1,0,16,,
325538,WR,Joshua Cephus,2023,UTSA,TXSN,1,0,0,0,0,1,1,-9,0,89,10,1151,,,,,,,,,,,,,,16,16,1,0,16,,
325600,DS,A.J. Finley,2019,Ole Miss,MSUN,,,,,,,,,,,,,0,0,0,12,16,2,,0,,,,,,,,,,,0,0
325600,DS,A.J. Finley,2020,Ole Miss,MSUN,,,,,,,,,,,,,7,2,0,40,62,2,3,0,,,,,,,,,,,0,0
325600,DS,A.J. Finley,2021,Ole Miss,MSUN,,,,,,,,,,,,,4,0,0,36,90,1,3,1,,,,,,,,,,,,
325600,DS,A.J. Finley,2022,Ole Miss,MSUN,,,,,,,,,,,,,2,0,0,43,71,3.5,2,0,,,,,,,,,,,0,0
325610,DC,Deantre Prince,2019,Ole Miss,MSUN,,,,,,,,,,,,,2,0,0,18,25,0,2,0,,,,,,,,,,,,
325610,DC,Deantre Prince,2021,Ole Miss,MSUN,,,,,,,,,,,,,3,0,0,32,45,0,2,0,,,,,,,,,,,,
325610,DC,Deantre Prince,2022,Ole Miss,MSUN,,,,,,,,,,,,,10,0,0,23,36,1,1,0,,,,,,,,,,,,
325610,DC,Deantre Prince,2023,Ole Miss,MSUN,,,,,,,,,,,,,5,0,1,24,36,5,1,0,,,,,,,,,,,,
325753,WR,Jerrod Means,2021,Louisiana Tech,LATC,1,1,22,1,0,0,1,-8,0,22,2,430,,,,,,,,,20.3,27,12,0,244,,,,,,1,1
325753,WR,Jerrod Means,2022,Pittsburgh,PAPT,,,,,,,3,10,0,27,2,401,,,,,,,,,,,,,,,,,,,1,1
325753,WR,Jerrod Means,2023,Pittsburgh,PAPT,,,,,,,,,,41,6,721,,,,,,,,,,,,,,,,,,,1,1
325899,DE,Gabriel Murphy,2019,North Texas,TXNO,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
325899,DE,Gabriel Murphy,2020,North Texas,TXNO,,,,,,,,,,,,,0,2,4.5,10,18,4.5,,0,,,,,,,,,,,,
325899,DE,Gabriel Murphy,2021,North Texas,TXNO,,,,,,,,,,,,,3,8,7.5,20,53,12.5,,0,,,,,,,,,,,0,0
325899,DE,Gabriel Murphy,2022,UCLA,CALA,,,,,,,,,,,,,1,1,1.5,17,34,4,,0,,,,,,,,,,,0,0
325899,DE,Gabriel Murphy,2023,UCLA,CALA,,,,,,,,,,,,,2,8,9,23,39,17,,0,,,,,,,,,,,,
325913,DT,Jowon Briggs,2019,Virginia,VAUN,,,,,,,,,,,,,0,0,1,5,19,3,,0,,,,,,,,,,,,
325913,DT,Jowon Briggs,2020,Virginia,VAUN,,,,,,,,,,,,,0,0,3,5,20,4,,0,,,,,,,,,,,,
325913,DT,Jowon Briggs,2021,Cincinnati,OHCI,,,,,,,,,,,,,0,1,3,9,42,3,,0,,,,,,,,,,,,
325913,DT,Jowon Briggs,2022,Cincinnati,OHCI,,,,,,,,,,,,,0,5,3,15,57,4.5,,0,,,,,,,,,,,,
325913,DT,Jowon Briggs,2023,Cincinnati,OHCI,,,,,,,,,,,,,0,2,2,9,27,6,,0,,,,,,,,,,,,
325932,TE,Joshua Simon,2019,Western Kentucky,KYWE,,,,,,,,,,30,4,430,0,0,0,0,1,0,,0,,,,,,,,,,,,
325932,TE,Joshua Simon,2020,Western Kentucky,KYWE,,,,,,,,,,33,3,370,,,,,,,,,,,,,,,,,,,,
325932,TE,Joshua Simon,2021,Western Kentucky,KYWE,,,,,,,,,,3,2,73,,,,,,,,,,,,,,,,,,,,
325932,TE,Joshua Simon,2022,Western Kentucky,KYWE,,,,,,,,,,20,7,273,,,,,,,,,,,,,,,,,,,1,1
325932,TE,Joshua Simon,2023,South Carolina,SCUN,,,,,,,,,,28,2,256,,,,,,,,,,,,,,,,,,,1,0
325932,TE,Joshua Simon,2024,South Carolina,SCUN,,,,,,,,,,41,7,512,0,0,0,1,1,0,,0,,,,,,,,,,,3,1
325952,DS,Jaylen Key,2019,UAB,ALBI,,,,,,,,,,,,,0,0,0,3,3,0,,0,,,,,,,,,,,,
325952,DS,Jaylen Key,2020,UAB,ALBI,,,,,,,,,,,,,0,1,0,8,9,0,,0,,,,,,,,,,,,
325952,DS,Jaylen Key,2021,UAB,ALBI,,,,,,,,,,,,,1,0,0,6,6,0,,0,,,,,,,,,,,0,0
325952,DS,Jaylen Key,2022,UAB,ALBI,,,,,,,,,,,,,1,0,1,41,60,4.5,3,0,,,,,,,,,,,,
325952,DS,Jaylen Key,2023,Alabama,ALUN,,,,,,,,,,,,,1,0,0,35,60,1.5,1,0,,,,,,,,,,,,
325958,DT,Joseph Evans,2019,LSU,LAST,,,,,,,,,,,,,0,0,0,2,7,0,,0,,,,,,,,,,,,
325958,DT,Joseph Evans,2020,LSU,LAST,,,,,,,,,,,,,0,0,0.5,3,13,0.5,,0,,,,,,,,,,,,
325958,DT,Joseph Evans,2021,LSU,LAST,,,,,,,,,,,,,0,0,0,3,8,2,,0,,,,,,,,,,,,
325958,DT,Joseph Evans,2022,UTSA,TXSN,,,,,,,,,,,,,0,1,1.5,7,16,3.5,,0,,,,,,,,,,,,
325958,DT,Joseph Evans,2023,UTSA,TXSN,,,,,,,,,,,,,0,0,2,11,18,2.5,,0,,,,,,,,,,,,
325958,DT,Joseph Evans,2024,UTSA,TXSN,,,,,,,,,,,,,0,0,1,1,5,1.5,,0,,,,,,,,,,,,
326124,IB,Drake Thomas,2019,NC State,NCST,,,,,,,,,,,,,2,1,2.5,13,34,4,1,0,,,,,,,,,,,,
326124,IB,Drake Thomas,2020,NC State,NCST,,,,,,,,,,,,,1,5,3,25,58,9.5,,0,,,,,,,,,,,,
326124,IB,Drake Thomas,2021,NC State,NCST,,,,,,,,,,,,,1,9,6,48,99,13.5,3,1,,,,,,,,,,,,
326124,IB,Drake Thomas,2022,NC State,NCST,,,,,,,,,,,,,4,23,7.5,45,91,16,,0,,,,,,,,,,,,
326147,TE,Zach Heins,2019,South Dakota State,SDST,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,
326147,TE,Zach Heins,2022,South Dakota State,SDST,,,,,,,,,,24,4,301,,,,,,,,,,,,,,,,,,,,
326147,TE,Zach Heins,2023,South Dakota State,SDST,,,,,,,,,,26,7,399,,,,,,,,,,,,,,,,,,,2,2
326204,WR,Nick Nash,2019,San José State,CASJ,17,12,133,0.706,2,0,40,255,3,1,0,4,,,,,,,,,,,,,,,,,,,2,1
326204,WR,Nick Nash,2020,San José State,CASJ,34,20,213,0.588,2,2,40,204,1,,,,,,,,,,,,,,,,,,,,,,2,0
326204,WR,Nick Nash,2021,San José State,CASJ,138,74,971,0.536,6,3,68,385,1,4,0,36,,,,,,,,,,,,,,,,,,,7,4
326204,WR,Nick Nash,2022,San José State,CASJ,,,,,,,3,23,0,6,1,62,,,,,,,,,,,,,,,,,,,,
326204,WR,Nick Nash,2023,San José State,CASJ,1,0,0,0,0,0,1,0,0,48,8,728,,,,,,,,,,,,,,,,,,,1,0
326204,WR,Nick Nash,2024,San José State,CASJ,2,2,42,1,2,0,1,-9,0,104,16,1382,0,0,0,4,4,0,,0,,,,,,,,,,,3,2
326396,OC,Ricky Stromberg,2022,Arkansas,ARUN,,,,,,,,,,0,0,-5,,,,,,,,,,,,,,,,,,,1,1
326405,DC,Josh Wallace,2023,Michigan,MIUN,,,,,,,,,,,,,4,0,0,19,28,2,,0,,,,,,,,,,,0,0
326444,DC,Nic Jones,2019,Ball State,INBS,,,,,,,,,,,,,4,1,0,15,18,1,,0,,,,,,,,,,,,
326444,DC,Nic Jones,2020,Ball State,INBS,,,,,,,,,,,,,0,0,0,5,6,0,,0,21.5,24,2,0,43,,,,,,,
326444,DC,Nic Jones,2021,Ball State,INBS,,,,,,,,,,,,,1,0,0,12,13,0,1,0,24,24,1,0,24,,,,,,,
326444,DC,Nic Jones,2022,Ball State,INBS,,,,,,,,,,,,,12,0,0,15,22,0,2,0,13.5,18,2,0,27,,,,,,,
326448,OG,Kaitori Leveston,2022,Kansas State,KSST,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
326470,IB,Aaron Casey,2019,Indiana,INUN,,,,,,,,,,,,,0,0,1,4,5,1.5,,0,,,,,,,,,,,,
326470,IB,Aaron Casey,2020,Indiana,INUN,,,,,,,,,,,,,0,1,1,11,15,3,,0,,,,,,,,,,,,
326470,IB,Aaron Casey,2021,Indiana,INUN,,,,,,,,,,,,,0,1,0,13,25,1,,0,,,,,,,,,,,,
326470,IB,Aaron Casey,2022,Indiana,INUN,,,,,,,,,,,,,2,4,1.5,48,85,10.5,,0,,,,,,,,,,,,
326470,IB,Aaron Casey,2023,Indiana,INUN,,,,,,,,,,,,,3,1,6.5,77,108,20,,0,,,,,,,,,,,,
326492,DC,Jarius Monroe,2019,Nicholls,LANI,,,,,,,,,,,,,0,0,0,5,6,0,,0,,,,,,,,,,,,
326492,DC,Jarius Monroe,2021,Nicholls,LANI,,,,,,,,,,,,,2,0,0,5,8,0,,0,,,,,,,,,,,,
326492,DC,Jarius Monroe,2022,Tulane,LATU,,,,,,,,,,,,,7,1,0,28,41,1,3,0,,,,,,,,,,,,
326492,DC,Jarius Monroe,2023,Tulane,LATU,,,,,,,,,,,,,10,1,1,35,48,3.5,3,0,,,,,,,,,,,,
326531,WR,Casey Washington,2019,Illinois,ILUN,1,0,0,0,0,0,,,,11,0,132,,,,,,,,,,,,,,,,,,,,
326531,WR,Casey Washington,2020,Illinois,ILUN,,,,,,,,,,10,0,106,,,,,,,,,,,,,,,,,,,,
326531,WR,Casey Washington,2021,Illinois,ILUN,2,0,0,0,0,0,0,30,1,21,0,294,,,,,,,,,,,,,,,,,,,,
326531,WR,Casey Washington,2022,Illinois,ILUN,,,,,,,,,,31,0,295,,,,,,,,,,,,,,,,,,,,
326531,WR,Casey Washington,2023,Illinois,ILUN,,,,,,,,,,49,4,670,0,0,0,1,1,0,,0,,,,,,,,,,,,
326546,DS,Omar Brown,2019,Northern Iowa,IANO,,,,,,,,,,,,,1,0,0,7,11,0,,0,,,,,,,,,,,,
326546,DS,Omar Brown,2021,Northern Iowa,IANO,,,,,,,,,,,,,0,0,0,5,8,1,,0,,,,,,,,,,,,
326546,DS,Omar Brown,2022,Nebraska,NEUN,,,,,,,,,,,,,0,0,1,1,5,0,,0,,,,,,,,,,,,
326546,DS,Omar Brown,2023,Nebraska,NEUN,,,,,,,,,,,,,3,0,0,35,51,3,1,0,,,,,,,,,,,0,0
326564,TE,Mason Fairchild,2019,Kansas,KSUN,,,,,,,,,,2,0,32,,,,,,,,,,,,,,,,,,,,
326564,TE,Mason Fairchild,2020,Kansas,KSUN,,,,,,,,,,5,0,57,,,,,,,,,,,,,,,,,,,,
326564,TE,Mason Fairchild,2021,Kansas,KSUN,,,,,,,,,,13,1,128,0,0,0,3,3,0,,0,,,,,,,,,,,,
326564,TE,Mason Fairchild,2022,Kansas,KSUN,,,,,,,,,,35,6,443,0,0,0,0,1,0,,0,,,,,,,,,,,,
326564,TE,Mason Fairchild,2023,Kansas,KSUN,,,,,,,,,,27,3,451,0,0,0,1,1,0,,0,,,,,,,,,,,,
326599,DS,Kenny Logan Jr.,2019,Kansas,KSUN,,,,,,,,,,,,,0,0,0,11,14,0,,0,16.7,25,9,0,150,5.6,14,5,0,28,1,1
326599,DS,Kenny Logan Jr.,2020,Kansas,KSUN,,,,,,,,,,,,,3,1,1,40,58,1,2,1,26.5,100,13,1,345,,,,,,,
326599,DS,Kenny Logan Jr.,2021,Kansas,KSUN,,,,,,,,,,,,,5,1,0,78,110,4,1,0,26.2,83,16,0,419,,,,,,,
326599,DS,Kenny Logan Jr.,2022,Kansas,KSUN,,,,,,,,,,,,,3,1,0,65,96,1.5,2,0,19.8,38,12,0,237,,,,,,0,0
326599,DS,Kenny Logan Jr.,2023,Kansas,KSUN,,,,,,,,,,,,,6,0,0,58,86,4.5,1,1,23.9,43,12,0,287,,,,,,,
326651,DC,Kei'Trel Clark,2019,Liberty,VALB,,,,,,,,,,,,,6,0,1,33,38,3,,0,,,,,,-20,-20,1,0,-20,1,1
326651,DC,Kei'Trel Clark,2020,Louisville,KYLO,,,,,,,,,,,,,10,0,0,27,36,2,1,0,,,,,,,,,,,0,0
326651,DC,Kei'Trel Clark,2021,Louisville,KYLO,,,,,,,,,,,,,9,0,0,30,40,3.5,3,0,,,,,,,,,,,,
326651,DC,Kei'Trel Clark,2022,Louisville,KYLO,,,,,,,,,,,,,4,1,1,35,51,4,1,1,,,,,,,,,,,0,0
326655,WR,Demario Douglas,2019,Liberty,VALB,,,,,,,,,,9,1,136,,,,,,,,,,,,,,,,,,,,
326655,WR,Demario Douglas,2020,Liberty,VALB,,,,,,,1,2,0,32,3,363,0,0,0,0,0,0,,1,18,18,1,0,18,11.1,73,15,1,166,2,1
326655,WR,Demario Douglas,2021,Liberty,VALB,,,,,,,1,2,0,52,6,701,0,0,0,0,0,0,,1,29.5,42,2,0,59,6.8,72,21,1,143,2,2
326655,WR,Demario Douglas,2022,Liberty,VALB,,,,,,,5,105,1,78,6,993,0,0,0,2,2,0,,0,21,37,14,0,294,4.1,32,18,0,74,3,0
326925,WR,Shaquan Davis,2019,South Carolina State,SCST,,,,,,,,,,1,0,35,,,,,,,,,,,,,,,,,,,,
326925,WR,Shaquan Davis,2022,South Carolina State,SCST,,,,,,,,,,38,10,858,,,,,,,,,,,,,,,,,,,2,2
327296,OT,Tylan Grable,2022,UCF,FLCE,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
327296,OT,Tylan Grable,2023,UCF,FLCE,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
327662,DS,Dadrion Taylor,2019,Texas Tech,TXTC,,,,,,,,,,,,,0,0,0,11,15,1,,0,17.7,24,7,0,124,,,,,,1,0
327662,DS,Dadrion Taylor,2020,Texas Tech,TXTC,,,,,,,,,,,,,0,0,0,13,16,0.5,,0,,,,,,,,,,,,
327662,DS,Dadrion Taylor,2021,Texas Tech,TXTC,,,,,,,,,,,,,10,0,0,42,62,0.5,3,0,,,,,,,,,,,,
327662,DS,Dadrion Taylor,2022,Texas Tech,TXTC,,,,,,,,,,,,,5,0,1,46,65,5.5,3,0,,,,,,,,,,,0,0
327662,DS,Dadrion Taylor,2023,Texas Tech,TXTC,,,,,,,,,,,,,7,2,1,53,72,1.5,4,0,,,,,,,,,,,,
327674,WR,A.T. Perry,2019,Wake Forest,NCWF,,,,,,,,,,4,1,62,0,0,0,1,1,0,,0,,,,,,,,,,,,
327674,WR,A.T. Perry,2020,Wake Forest,NCWF,,,,,,,,,,15,1,211,,,,,,,,,,,,,,,,,,,,
327674,WR,A.T. Perry,2021,Wake Forest,NCWF,,,,,,,,,,71,15,1293,,,,,,,,,,,,,,,,,,,,
327674,WR,A.T. Perry,2022,Wake Forest,NCWF,,,,,,,,,,81,11,1096,0,0,0,1,1,0,,0,,,,,,,,,,,,
